款号,产品名称,小名,在库库存,采购在途
ME07BW107,松紧皮裙,雪山精灵,0,0
ME07FV027,伞摆半裙,歌剧院,48,0
9AW2314112,蟹驳领两粒扣大衣（短）,蟹驳领两粒扣大衣（短）,11,0
9SS2420041,花边领小香外套（黄色）,金粉世家,11,0
ME09DW005,丝羊绒珠片绞花半拉链针织套衫,砂糖针织,3,0
MD19FV006,圆环细腰带,圆环细腰带,142,0
ME05FC010,缎面拼接抽绳直筒裤,人鱼湾,31,111
ME21BW004,拉贡皮草,古斯特,2,0
ME23DW010,弯刀弧形松紧腰卫裤,弯刀弧形松紧腰卫裤,58,0
9SS2407139,剪花套装半裙,剪花套装半裙,12,0
9AW2314055,鱿鱼大衣（短款）,鱿鱼大衣,9,0
9SS231270,三分拼料卫衣,三分拼料卫衣,4,0
9SS2411025,印花背心,印花背心,4,0
9SS2411068,渐变褶皱宽带背心,渐变褶皱宽带背心,74,0
9SS2420016,鸡心领四袋小香外套,白珍珠,0,0
9SS2417047,系带印花衬衫,大马士革,6,0
9SS2417096,剪花套装上衣,雪绒花,1,0
ME19FC002,单肩极简斜挎包,单肩极简斜挎包,132,0
ME07DF074,格纹皮袢半裙,威尔士,1,0
ME32DF023,亮葱开衫,提拉米苏,226,0
9SS2417036,拼接领衬衫,拼接领衬衫,2,0
ME11FC005,极简中长款背心,人鱼湾,12,390
ME43DC003,印花大方巾,佩斯利大方巾,92,0
9AW2209233,针织小香撞边开衫,针织小香撞边开衫,0,0
9AW2309008,宽松极简毛衫,宽松极简毛衫,14,0
ME42FC001,休闲博肯鞋,休闲博肯鞋,146,0
9SS2407015,晕染印花开衩半身裙,晕染印花开衩半身裙,5,0
9SS2415019,运动防风衣外套,小软壳,68,0
9SS2478003,复古牛仔西装外套(水洗产品),复古牛仔西装外套(水洗产品),18,0
9SS2411045,不对称肩带可拆卸荷叶边背心,不对称肩带可拆卸荷叶边背心,10,0
9AW2309071,立体绞花圆领套衫,立体绞花圆领套衫,69,0
9AW2418002,撞色明线风衣（羊毛版）,素描大师-长,1,0
9SS2406006,香风中短裤,香风中短裤,41,0
9SS2401125,青果领醋酸西装外套,青果领醋酸西装外套,0,0
ME20DC005,圆袋盖格纹小香外套,莫奈小香,7,0
9SS2409116,薄款带帽针织开衫,薄款带帽针织开衫,22,0
ME77DF018,直筒九分牛仔裤(水洗产品),绝配红牛,13,0
9SS2407216,烟花真丝半裙,烟花真丝半裙,0,0
9AW2309084,圈圈纱休闲针织连帽长开衫,圈圈纱休闲针织连帽长开衫,10,0
ME16DC001,拼接皮衣,王妃小香,92,0
9SS2409273,一字领豆豆纱宽松针织上衣,一字领豆豆纱宽松针织上衣,36,0
ME34FC009,印花挂脖上衣,印花挂脖上衣,0,50
9AW2314106,立领大衣,立领大衣,14,0
9SS2404038,V领马甲,维希格,5,0
9SS2401111,六粒扣西装,马德里,84,0
ME01FV006,戗驳领西装,夏洛特,91,15
ME01FV019,箱型短西装,切斯特,12,0
ME05FC015,8分裙裤,预言家,11,0
9AW2413023,拉美短羽绒服,可可豆,11,0
9SS2318007,收腰扣风衣,安迪系列,29,0
ME21BW005,银蓝水貂双面夹克,银蓝,11,0
9SS2417012,双层晕染印花圆领衬衫,双层晕染印花圆领衬衫,4,0
MD20BW025,黑银棒球小香,黑银棒球小香,1,0
ME77DW017,蕾丝烫钻牛仔九分裤(水洗产品),蕾丝牛仔,21,0
ME05FV033,条纹折脚边中长短西裤,切斯特,10,0
9AW2320033,海鸥口袋皮穿链小香,海鸥口袋皮穿链小香,4,0
9SS2409244,一字领连袖套衫,一字领连袖套衫,22,0
9SS2415091,抽绳连帽拉链外套,降落伞,7,0
ME07FV032,条纹宽腰头直身半裙,切斯特,7,50
ME08FC021,印花挂脖连衣裙,印花挂脖连衣裙,0,50
ME42DF005,短靴,短靴,35,0
9SS2409082,意大利真丝一字宽松套衫,意大利真丝一字宽松套衫,30,0
MD09DC031,假两件连帽针织开衫,吐司衫,31,0
ME15DF015,高定手工钉珠绣花上衣,逐花影,5,0
9AW2304003,圆领马甲,倾城邂逅,6,0
9SS2301056,袖口撞色西装,圣马力诺,18,0
9AW2413006,拉美长羽绒服,可可豆,0,0
9SS2407158,A摆半裙,维希格,11,0
9SS2415007,压胶复合冲锋衣,压胶复合冲锋衣,37,0
ME16DF034,娃娃领短皮衣,安娜皮衣,2,0
ME14DF001,拉链门襟短夹克外套,果丹皮,63,0
9SS2405152,搭片直筒醋酸长裤,搭片直筒醋酸长裤,10,0
ME05FV013,宽松直筒裤,夏洛特,219,20
9SS2419014,乱花迷人款饰品戒指,乱花迷人款饰品戒指,0,0
9SS2420011,八分袖香风外套,八分袖香风外套,24,0
9AW211018,长袖经典圆领T恤,长袖经典圆领T恤,0,0
MD07DW069,压皱皮裙,旧船坞,53,0
ME07DC097,抽绳半裙,棉花糖,5,50
ME08FV025,钉珠短袖连衣裙,斯嘉丽,15,49
9SS2409322,纯色羊毛宽松针织短袖,纯色羊毛宽松针织短袖,3,0
9SS2377013,渐变牛仔长裤,渐变牛仔长裤,66,0
ME15DC035,手工绣花国风上衣,云香衫,16,0
ME17DC055,翻边短袖衬衫,棉花糖,2,50
ME01DW040,无领廓形西装,切斯特,5,70
9SS2417017,条纹收腰衬衫,条纹收腰衬衫,50,0
9AW2420030,立领闪彩小香外套,立领闪彩小香外套,13,0
ME15DW024,长毛棒球服外套,水泥小熊,64,0
ME42DF003,尖头低跟高筒靴,尖头低跟高筒靴,29,0
ME14BW014,欧尼工装大衣,迷雾森林,8,0
ME05FV002,橡筋萝卜裤,橡筋萝卜裤,38,0
ME34DV002,国风钉珠A版上衣,璀璨/逐花影,22,0
9SS2408014,晕染印花连衣裙,晕染印花连衣裙,40,0
9SS2408018,针梭拼接长裙,针梭拼接长裙,129,0
9AW2314113,无扣腰带款大衣,奶油大衣,30,0
9SS2409249,盖袖亮丝针织背心,盖袖亮丝针织背心,41,0
9SS2411091,烟花真丝勺领背心,烟花真丝勺领背心,14,0
MD09FV068,亚麻混纺宽松针织衫,碎冰冰,542,0
ME07FC018,印花伞裙,印花伞裙,0,150
ME19FC013,长形女包,长形女包,8,130
9AW2309069,毛绒针织背心,毛绒针织背心,49,0
ME07FV044,阔腿褶裙,阔腿褶裙,54,100
9AW2418001,羊毛短风衣,素描大师-短,32,0
ME21DF029,水貂V领马甲,灰屿马甲,11,0
ME25FV007,烟管长裤,夏洛特,8,0
9AW2205153,毛边九分牛仔裤,毛边九分牛仔裤,4,0
9SS2405075,抽绳双褶裤,抽绳双褶裤,0,0
9AW2309064,圆领毛绒小开衫,圆领毛绒小开衫,0,0
ME78DC003,牛仔外套(水洗产品),牛仔外套(水洗产品),173,0
9SS2407196,松紧腰伞裙,降落伞,3,0
9SS2401100,宽松西装,宽松西装,3,0
9SS2407192,真丝仙风直筒半裙,真丝仙风直筒半裙,1,0
9AW2309061,圈圈纱休闲开衫,圈圈纱休闲开衫,5,0
ME16DC004,V领小香皮衣,巴塞罗那,43,0
9SS210961,无缝罗纹半高领背心,无缝罗纹半高领背心,12,0
9SS2301093,双排2粒扣西装,双排2粒扣西装,3,0
9SS2416004,肌理感直身型皮衣,肌理感直身型皮衣,7,0
ME11DC015,勺领背心,晚风套,49,0
9SS2401087,无领西装外套,无领西装外套,5,0
ME21DF011,水貂马甲,水貂马甲,11,0
MD09DC073,撞色边小香短针织开衫,撞色边小香短针织开衫,0,0
ME01DW018,装饰线条纹西装,谈判家,90,0
9SS2318010,无扣双辑线H型风衣,无扣双辑线H型风衣,41,0
ME16DF026,翻领外套,黑武士,14,0
ME11DF014,无袖压褶背心,大波浪,16,0
ME42FC005,渔网玛丽珍单鞋,渔网玛丽珍单鞋,52,1
9AW2409038,亮片圆领无袖针织背心,亮片圆领无袖针织背心,8,0
9SS2409282,丝羊毛羊绒花朵短袖针织衫,丝羊毛羊绒花朵短袖针织衫,1,0
ME07DV107,多穿法半裙,晚风套,6,0
ME16DF001,复古猎装外套,猎人夹克,46,0
9SS2417064,深V衬衫式系带开衫,虞美人,56,0
9SS2310015,撞色罗纹爱心印花T恤,撞色罗纹爱心印花T恤,26,0
ME09DW111,羊绒v领烫钻针织衫,油画领/派对衫,31,0
9SS2409259,竖条彩色针织开衫,撞色竖条纹针织套,4,0
ME04DW024,秋冬静奢风马甲,老钱马甲,28,0
9SS230704,不对称包裹半裙,不对称包裹半裙,6,0
9SS2420045,双贴袋小香外套,柠檬香草,12,0
ME01DF045,窄领双排扣西装,大都会,141,0
9SS231754,真丝衬衫,真丝衬衫,5,0
9SS2405073,后腰橡筋修身小脚裤,后腰橡筋修身小脚裤,0,0
9SS2307038,蛋糕网纱半裙,蛋糕网纱半裙,2,0
9SS2318028,脱卸帽金扣长款风衣,脱卸帽金扣长款风衣,3,0
MD09BW012,费尔岛半开拉链套衫,费尔岛,5,0
ME16DW005,小翻领机车皮衣,冰拿铁,95,0
9SS2301035,白底黑条纹戗驳领西装,白底黑条纹戗驳领西装,11,0
9AW222046,翻领小香外套,翻领小香外套,0,0
9SS2209112,针织圆领手勾镂空短袖开衫,针织圆领手勾镂空短袖开衫,3,0
ME05DW015,条纹直筒裤,谈判家,98,0
ME15DF010,撞色压线挺阔感皮领外套,皮匠外套,60,0
9SS221508,剪花香风喇叭袖外套,剪花香风喇叭袖外套,7,0
MD09DF039,钻领针织开衫,盖茨比,141,0
9SS221797,醋酸缎背心,醋酸缎背心,19,0
ME07DC002,分割线半裙,对角线,44,0
ME10DC055,v领T恤,麻小条,79,0
9SS220640,压褶拼缎中裤,压褶拼缎中裤,14,0
ME07DW074,百褶伞裙,安妮半裙,95,0
ME20DF028,粉色V领小香外套,莓莓慕斯,1,0
9SS2409099,微透水溶羊毛珠片背心,微透水溶羊毛珠片背心,66,0
ME09FV070,撞色圆领针织短袖,素拼T,172,0
ME34DV001,提花钉珠开襟小衫,叶澜衫,28,0
9SS2409318,羊毛圆领亮丝长袖针织上衣,羊毛圆领亮丝长袖针织上衣,1,0
ME07BW119,打揽半裙,大波浪,4,0
9SS2409286,竖条彩色针织半裙,竖条彩色针织半裙,15,0
ME15FV007,纯色连帽设计感外套,小曲奇,43,0
ME16DF028,收腰马甲,收腰马甲,11,0
9AW211523,撞色连帽外套,撞色连帽外套,6,0
ME17BW004,格子折领衬衫,0压感,23,0
9SS2209111,针织圆领手勾镂空无袖背心,针织圆领手勾镂空无袖背心,0,0
ME16DF030,链条短外套,纸皮皮衣,24,0
9SS220646,斜襟挂钩式阔腿裤,斜襟挂钩式阔腿裤,8,0
9SS2401010,条纹六粒扣西装,拿破仑,5,0
ME05DF073,三褶灯芯绒裤,西部衬衫套,62,0
9SS2209175,针织包臀半身裙,针织包臀半身裙,2,0
ME42DF004,方头片跟女巫高跟鞋,方头片跟女巫高跟鞋,4,0
9SS230819,吊带透纱连衣裙,吊带透纱连衣裙,14,0
9SS231746,真丝衬衫两件套,真丝衬衫两件套,15,0
9SS2405012,皮筋腰袢西裤,皮筋腰袢西裤,5,0
ME05DW052,装饰线直筒七分裤,谈判家,73,0
ME15DF035,压褶莲蓬钉珠新中式外套,如意荷,43,0
9AW2309134,毛绒假两件宽松套衫,毛绒假两件宽松套衫,59,0
ME09DW062,毛绒绞花珍珠针织开衫,礼物衫,37,0
9SS220565,橡筋腰直筒长裤,橡筋腰直筒长裤,35,0
9SS2409247,丝棉羊绒大圆领套衫,丝棉羊绒大圆领套衫,72,0
9AW2377001,链条装饰自发热水洗牛仔,链条装饰自发热水洗牛仔,12,0
9SS2311043,深圆领落肩上衣,深圆领落肩上衣,18,0
ME07DF051,打揽半裙,大波浪,77,0
9AW2405017,撞色拱针长裤,撞色拱针长裤,64,0
9SS211805,醋酸麻商务休闲风衣,醋酸麻商务休闲风衣,6,0
9SS220574,D家金扣阔腿裤,D家金扣阔腿裤,7,0
9SS2309146,花式小香开衫,花式小香开衫,14,0
ME05DV089,抽绳双褶裤,小氧吧,176,180
MD11DC100,撞色边小香针织长吊带,撞色边小香针织长吊带,34,0
ME17DV038,套头上衣,晚风套,19,0
ME20FC013,小香马甲,小香马甲,0,400
9SS220550,撞色线迹阔腿裤,撞色线迹阔腿裤,23,0
9SS2408036,宽松压褶衬衫裙,宽松压褶衬衫裙,1,0
ME05DC108,撞色边小香长裤,撞色边小香长裤,47,0
ME15DF044,泰迪卫衣款短外套,泰迪卫衣,74,0
9SS230933,针织亮片开衫,针织亮片开衫,17,0
9SS2404016,四粒扣马甲,四粒扣马甲,4,0
ME11FC002,调节扣螺纹背心,小凉条,25,200
ME42DW007,短筒雪地靴,短筒雪地靴,61,0
ME14DF061,圆领贴袋羊绒大衣,松果大衣,44,0
ME34DC004,不对称上衣,对角线,67,0
MD07DW069,压皱皮裙,旧船坞,53,0
ME14BW073,inca长西装大衣,伯爵大衣,6,0
ME17DF028,灯芯绒衬衫,西部衬衫套,65,0
9SS230852,拼接面料下摆百褶村衫连衣裙,拼接面料下摆百褶村衫连衣裙,70,0
MD09DV135,勺领宽松针织套衫,云雾衫,171,0
ME32DF006,叠穿圆领针织背心,浆果衫,152,0
9AW2309052,圆领针织宽松混纺套衫,圆领针织宽松混纺套衫,17,0
9SS231123,两侧袖褶无袖,两侧袖褶无袖,6,0
9AW2209200,针织圆领条纹长袖套衫,针织圆领条纹长袖套衫,11,0
9AW2313024,长款面包羽绒服,长款面包羽绒服,14,0
ME12DF022,杂点连帽卫衣,点点套,89,0
9AW2309036,针织阿尔帕卡长开衫,针织阿尔帕卡长开衫,19,0
9SS2377079,marius 明扣明袋牛仔短裤,marius 明扣明袋牛仔短裤,59,0
ME21DF025,水貂马甲,夜精灵,1,0
9AW2309188,重工钉珠渐变开衫,重工钉珠渐变开衫,55,0
9SS2409149,圈圈绞花撞色边宽松马甲,圈圈绞花撞色边宽松马甲,108,0
ME08FV018,网纱钉珠连衣裙,月影纱,13,0
MD21DF074,无领紫貂外套,北境恋歌/北灵裘,20,0
9SS2420032,薄款香风短袖外套,薄款香风短袖外套,5,0
ME20DW008,白色小香外套,北极星,57,0
ME05FC031,松紧腰老钱风铜氨裤,奶冻裤,0,500
9AW2305081,弯刀裤2.0,弯刀裤2.0,9,0
9SS2301022,三贴袋西装外套,都柏林,0,0
9SS2307064,不规则压褶半裙,不规则压褶半裙,4,0
ME14DW014,针梭相拼大衣,秋山牧歌,119,0
9SS2408104,拼接压褶连衣裙,拼接压褶连衣裙,23,0
9SS2309185,v领抽条针织衫,v领抽条针织衫,59,0
ME05DW010,磨花直筒牛仔裤(水洗产品),小白花,2,0
ME09DW049,手缝v领针织开衫,空白诗,154,0
ME09FC028,大圆领针织套衫,大圆领针织套衫,471,7
9SS2301088,无领收腰西装,玛蒂尔达,24,0
ME01DC065,收腰立领丝毛西装,蒂凡尼/琉璃套,3,0
9SS230722,空气层镶边金扣半裙,空气层镶边金扣半裙,25,0
ME06DC003,格纹短裤,朗姆酒,13,0
9SS230417,阔肩马甲,阔肩马甲,0,0
ME05FC005,分割弯刀9分裤,抛物线,133,0
ME05FV041,八分空气裤,红人裤/无骨裤,7,202
9SS230203,宽肩收腰西装裙,西雅图,53,0
9SS222011,香风两口袋织带外套,香风两口袋织带外套,0,0
9SS2317048,条纹衬衫,条纹衬衫,15,0
9SS2407061,单排扣小香半裙,单排扣小香半裙,3,0
9SS2307018,印花半身裙,印花半身裙,0,0
9SS2409064,绢丝绞花撞色小衫,绢丝绞花撞色小衫,6,0
9SS220215,不对称翻袋盖西服,不对称翻袋盖西服,5,0
9SS2401134,九分袖西装,伯爵,6,0
9SS2309186,飘带领羊毛亮丝针织衫,飘带领羊毛亮丝针织衫,11,0
9SS2410033,三醋酸针织冰感Tee,三醋酸针织冰感Tee,2,0
9SS2305104,合体直筒裤,合体直筒裤,0,0
9AW2301070,戗驳领六粒扣西装,戗驳领六粒扣西装,24,0
ME07DV110,印花半裙,假日裙,48,0
MD09DW087,羊绒绞花连帽针织开衫,北欧童话,5,0
9SS2309067,双袋金属边开衫,双袋金属边开衫,24,0
9SS231755,荷叶飞袖腰间抽绳上衣,荷叶飞袖腰间抽绳上衣,42,0
92230117,砖红西装,砖红西装,0,0
9SS221813,立领木耳边真丝无袖衬衣,立领木耳边真丝无袖衬衣,29,0
9SS230942,针织抹胸,针织抹胸,12,0
ME23DF005,喇叭卫裤,点点套,12,0
ME09DW042,蕾丝拼接v领针织开衫,温暖壁炉,81,0
9SS220639,珠边西服中裤,珠边西服中裤,10,0
9SS230842,分割线合体连衣裙,分割线合体连衣裙,5,0
ME09DW041,蕾丝拼接圆领针织套衫,温暖壁炉/蔷薇套,138,0
9AW2408015,娃娃领连衣裙,满天星尘,13,0
MD01DV039,系带西装,斯隆女士,30,0
9SS230823,衬衫飘带连衣裙,衬衫飘带连衣裙,25,0
9SS2309182,精纺撞边V领抽条衫,精纺撞边V领抽条衫,4,0
9AW2305080,8分阔腿裤,8分阔腿裤,9,0
9SS2406038,抽绳短裤,抽绳短裤,25,0
ME17FV015,无袖网格上衣,月影纱,139,0
ME32DF028,杂点开衫,碎闪沙丘,8,0
ME77DF004,牛仔弹力小脚裤(水洗产品),小脚牛仔,4,0
9SS2309001,针织交叉领上衣,针织交叉领上衣,48,0
9SS2307061,翻领西装配套一步裙,安迪系列,18,0
ME07FC030,直身小香风半裙,直身小香风半裙,0,30
9AW2309143,花边领套衫,花边领套衫,27,0
ME09FC018,大U领宽松针织背心,大U领宽松针织背心,0,200
9AW2309164,miu风圆领卫衣感套衫,miu风圆领卫衣感套衫,42,0
MD04DC023,连帽拉链针织马甲,糖果粒,9,0
9SS230578,连腰小脚裤,连腰小脚裤,49,0
ME20FC009,小香风外套,小香风外套,0,55
ME07DF013,丝毛伞裙,蒂凡尼/琉璃套,50,0
ME08DF012,撞色三角针直身连衣裙,撞色三角针直身连衣裙,36,0
ME20DC020,四贴袋矜贵小香外套,四贴袋矜贵小香外套,12,0
ME19FC004,小狗包挂,小狗包挂,86,0
9SS2409225,珠片和纸连袖开衫,珠片和纸连袖开衫,33,0
ME09DW074,圆领针织套衫,浆果衫,143,0
9SS2309195,条纹圆领针织小衫,条纹圆领针织小衫,30,0
9SS2301081,翻领西装,安迪系列,17,0
9SS2409243,珠片和纸宽松背心,星耀家族,87,0
ME08DC010,小V领腰带连衣长裙,假日裙,39,0
9AW2314012,西装领双排扣大衣,西装领双排扣大衣,0,0
MD09DF084,羊毛polo领条纹撞色针织套衫,红丝绒,25,0
ME08BW014,松弛感背心连衣裙,糯米裙,64,0
9SS2309144,钩针度假半裙,钩针度假半裙,86,0
ME11DC002,格纹钉珠马甲,朗姆酒,14,0
9SS2377008,短袖衬衫,短袖衬衫,23,0
ME05DW049,羊绒绞花针织长裤,北欧童话,21,0
ME09DW117,钉珠针织套头,奶酪衫,24,0
9SS221833,无袖凹肩拼色背心,无袖凹肩拼色背心,15,0
9SS2411009,正反两穿吊带背心,正反两穿吊带背心,4,0
ME21DF007,晕染皮草,黑猫,6,0
9SS2415053,圆领双贴袋外套,黑曜石,1,0
9SS230725,不规则工字褶半裙,不规则工字褶半裙,20,0
9SS2309135,度假风钩针背心,度假风钩针背心,62,0
ME01DV026,四粒扣H型西装,海岸,127,0
ME05DV030,脚口开叉小脚裤,海岸,118,0
ME21DW052,牛角扣皮草,毛毛熊,5,0
9SS220100,四粒扣正肩拼织带西装,四粒扣正肩拼织带西装,24,0
ME08DC071,撞色三角针直身连衣裙,撞色三角针直身连衣裙,46,0
ME16FV006,毛绒休闲短款夹克外套,奶酥皮,75,0
9SS2405035,分割线开叉长裤,分割线开叉长裤,34,0
9SS2417163,香风衬衫,磨毛宽松衬衫,32,0
9SS2308063,重磅真丝连衣裙,重磅真丝连衣裙,2,0
ME08DC001,无袖连衣裙,假日裙,48,0
ME21DW067,连帽皮草外套,哥特古堡,4,0
9AW211212,一手长圆领卫衣,一手长圆领卫衣,28,0
9AW2313023,小香羽绒服,小香羽绒服,25,0
9AW2314011,烤花呢拼接大衣,烤花大衣,25,0
ME07DC028,色织格纹长半裙,朗姆酒,0,0
9SS2408028,U领A摆连衣裙,黑曜石,38,0
ME07DW038,蕾丝针织半裙,温暖壁炉/蔷薇套,130,0
MD09DC018,微透领部抽绳套衫,氧气罩,56,0
ME04DW011,手工缝边V领针织马甲,空白诗,210,0
9SS2309111,针织抹胸吊带,针织抹胸吊带,52,0
9AW2409045,羊驼毛花纱V领针织衫,花纱开衫,6,0
9AW2414026,强缩中长大衣,糯米大衣,15,0
9SS2317084,连袖上衣,连袖上衣,38,0
9SS2417093,松紧腰抽绳衬衫,松紧腰抽绳衬衫,1,0
ME04FC010,马甲连衣裙,马甲连衣裙,0,50
9SS221502,撞色丝绒夹克,减龄配方,6,0
MD21DF060,咖啡貂马甲,咖啡貂马甲,7,0
ME07DF044,拼皮针织半裙,酒心黑巧,80,0
9AW2360001,细肩吊带衫,细肩吊带衫,8,0
9SS2315015,表面撞色线短款外套,迈阿密,0,0
9SS2209151,针织链条开衫,针织链条开衫,0,0
9AW2305055,气球裤2.0,气球裤2.0,19,0
9SS2405078,轻薄抽绳裤,轻薄抽绳裤,72,0
9SS2409125,微透条纹U领针织衫,微透条纹U领针织衫,9,0
9SS2411029,豹纹款大U型领背心,豹纹款大U型领背心,28,0
9AW2409075,小香撞色针织背心,巴黎夜宴,49,0
9SS2301024,双腰省西装,双腰省西装,4,0
MD09BW036,圆领条纹拼色衫,圆领条纹拼色衫,64,0
MD09DV019,polo领中袖针织衫,polo领中袖针织衫,5,0
9SS2306017,拼蕾丝短裤,拼蕾丝短裤,11,0
ME11DF007,渔网荡领背心,秀场背心,51,0
ME20DF032,灯芯绒小香棒夹克,灯芯绒小香棒夹克,34,0
9SS2407207,双腰头半身裙,双腰头半身裙,72,0
9AW2413011,轻薄A版长款羽绒,暖宝宝,0,0
9AW2417009,波点小马衬衫,波点衬衫,3,0
9SS230832,手工订珠短袖连衣裙,米兰往事,43,0
9SS2407097,直筒一字袋半裙,直筒一字袋半裙,0,0
9SS2314004,小翻领毛呢大衣,隽永型格,43,0
ME25FV003,毛边单褶西裤,开运裤,17,0
MD09DF027,圆领针织套衫,垂感衫,146,0
ME14DF003,几何提花相拼落肩短大衣,多米诺,27,0
ME15FV014,圆领短外套,白兰地,4,250
ME21DW062,貂皮草马甲,琥珀马甲,3,0
ME05DC065,条纹短裤,麻条西装,86,0
9SS2408136,U领双贴袋衬衫连衣裙,U领双贴袋衬衫连衣裙,0,0
ME42FC003,ROW风一字扣浅口玛丽珍,ROW风一字扣浅口玛丽珍,202,0
ME17DV043,条纹衬衫,五线谱,62,0
9AW2305058,折裥连腰阔腿裤,折裥连腰阔腿裤,20,0
9SS231018,缎面口袋短袖T,缎面口袋短袖T,23,0
9SS2309014,V领羊绒套衫,极简主义,48,0
ME10FV035,刺绣透感tee,街头T,74,150
9SS2409251,针织羊毛宽松短袖套衫,针织羊毛宽松短袖套衫,2,0
9SS2309191,提花撞边小香马甲,提花撞边小香马甲,32,0
9SS2405109,凸嘴腰头宽腰阔腿裤,凸嘴裤,24,0
9AW2309075,强缩羊毛高领短款套衫,强缩羊毛高领短款套衫,67,0
MD01FV014,纽约3.0一粒扣西装,纽约3.0一粒扣西装,14,0
ME01DW022,大小领西装,天际线/M西装,201,0
ME20DC013,海军领小香马甲,海洋奇缘,100,0
ME21DW051,狐狸毛马甲,浮光裘,20,0
9SS230113,中长款丝毛西服,中长款丝毛西服,0,0
ME01DF043,一粒扣收腰西装,指挥家,146,0
ME05DW060,锥形长裤,通勤裤,17,0
ME01DW022,大小领西装,天际线/M西装,201,0
MD09BW052,撞色边毛绒针织开衫,尖子生,20,0
ME25DF020,烟管九分裤,麦迪逊,40,0
9AW2315087,极光小香,极光小香,10,0
9AW2407012,A摆撞色腰头裙裤,A摆撞色腰头裙裤,0,0
ME25FC004,8分阔腿西裤,凉凉裤,128,528
9AW2317023,加绒打底衬衫,加绒打底衬衫,22,0
ME06DW004,双褶短裤,天际线/M西装,48,0
MD19DV005,双排爱心钻戒,双排爱心钻戒,326,0
9SS2404075,立领绣花A摆马甲,夏霓裳,9,0
ME06DW004,双褶短裤,天际线/M西装,48,0
ME16DF034,娃娃领短皮衣,安娜皮衣,2,0
ME09DW091,羊绒翻领宽松针织开衫,午后红茶,67,0
9SS2410046,长袖松弛T,长袖松弛T,1,0
MD01DW035,曼哈顿2.0,曼哈顿2.0,102,0
9AW2307047,长款直筒裙,长款直筒裙,4,0
9SS2409009,精纺羊毛条纹polo领套衫,精纺羊毛条纹polo领套衫,46,0
ME43FC004,缎蓝叙语真丝斜纹绸方巾,缎蓝叙语真丝斜纹绸方巾,0,230
9SS2407123,海蓝半裙,海蓝半裙,34,0
MD28DC001,小香风肌理针织polo短袖,跳跳糖,76,0
ME20DW002,麻花辫小香外套,麻花辫小香外套,20,0
9SS230836,拼接无袖连衣裙,拼接无袖连衣裙,0,0
9SS2309104,针织海军领撞色马甲,针织海军领撞色马甲,44,0
ME05BW098,百搭长裤,天际线/M西装,157,0
9AW2320057,【星河】小香,星河,43,0
9AW2304013,大v领短款马甲,大v领短款马甲,1,0
ME05BW098,百搭长裤,天际线/M西装,157,0
ME05DW065,双褶中裤,双褶中裤,71,0
9AW221257,字母织带连帽卫衣,字母织带连帽卫衣,1,0
ME19DF011,腰带,腰带,79,0
9SS2309132,飘带领套衫,飘带领套衫,9,0
MD11DC071,围裹式针织小香背心,跳跳糖,32,0
ME15FV014,圆领短外套,白兰地,4,250
ME20DC033,白月光小香长外套,冰雪女王,8,0
9AW2309022,圆领宽松慵懒针织衫,圆领宽松慵懒针织衫,16,0
9SS230527,三色瑜伽裤,三色瑜伽裤,2,0
9SS2311024,压褶流苏上衣,压褶流苏上衣,13,0
MD21DF061,珍珠白貂马甲,甜筒马甲,0,0
ME19DW029,泰迪渔夫帽,泰迪渔夫帽,5,0
9SS220204,阔肩两粒扣西装,阔肩两粒扣西装,5,0
9SS2209154,针织链条半裙,针织链条半裙,5,0
9SS2410064,U领打底T,U领打底T,9,0
9SS2415041,印象江南中式外套,印象江南,16,0
9SS2308005,分割荷叶摆背心连衣裙,分割荷叶摆背心连衣裙,12,0
ME08DV019,醋酸凸嘴腰头裤,醋酸凸嘴腰头裤,63,0
ME77DC018,9分锥裤(水洗产品),小白牛,4,0
9SS2418010,明线连帽短风衣,明线连帽短风衣,49,0
ME20DF026,格纹小香外套,琥珀小香,84,0
9AW211233,套头尼龙卫衣,套头尼龙卫衣,3,0
9SS210918,V领花式带子纱套衫,V领花式带子纱套衫,40,0
ME77DC018,9分锥裤(水洗产品),小白牛,4,0
9SS2209129,针织圆领开衫背心,针织圆领开衫背心,0,0
9SS230831,手工订珠无袖连衣裙,手工订珠无袖连衣裙,0,0
9SS2314003,一手长双面呢外套,缪斯轮廓,36,0
MD05DC049,小香针织直筒裤,跳跳糖,44,0
9SS220197,撞色平驳领西装,撞色平驳领西装,4,0
ME20DF019,珍珠小香外套,彩虹糖,3,0
9SS2308054,丝毛U领型织带连衣裙,丝毛U领型织带连衣裙,5,0
MD09DV103,镂空侧开衩针织罩衫,捕梦网,65,0
9SS220917,针织拉链带帽开衫,针织拉链带帽开衫,0,0
ME01DC042,一粒扣西装,麻条西装,71,0
ME16DW010,翻领皮衣,热美式,32,0
ME07FC016,流苏半裙,流苏半裙,0,100
9AW2301019,双排扣收腰西装,双排扣收腰西装,7,0
9SS2401002,一粒扣西装外套,一粒扣西装外套,13,0
9SS2417050,豹纹衬衫,豹纹衬衫,22,0
9SS220196,双排六粒金扣西装,双排六粒金扣西装,2,0
9SS2209136,针织圆领开衫背心连衣裙,针织圆领开衫背心连衣裙,1,0
9AW2409074,小香撞色针织开衫,巴黎夜宴,17,0
9SS2305080,连腰直筒裤,连腰直筒裤,9,0
